Title,Abstract,First Claim,Target
Polymers and polymerization processes,"The present invention provides improved processes for purifying polymer preparations by removing contaminants, such as metal contaminants. The present invention also provides improved processes for producing phosphopolymers, which can yield improved polymers in terms of molecular weight, homogeneity, consistency and purity. Polymers and polymer preparations also are provided. The present invention is time, labor and energy efficient, and thus marks an improvement over past approaches.","1. A method of producing a polyphosphoester, comprising:
reacting a prepolymer with an organophosphorous compound in the presence of at least one acid scavenger until substantially all of the organophosphorous compound has bound with the prepolymer to form a polyphosphoester; and
purifyng the polyphosphoester.",Polymer
Polymers and polymer coatings,"The invention provides polymers, methods of preparing polymers, and compositions that include polymers, wherein said polymers include a plurality of two-carbon repeating units in a polymer chain, wherein one or more of the two-carbon repeating units of the polymer chain have a substituent that is covalently bonded to a semifluorinated alkyl ethoxy moiety, and the semifluorinated alkyl ethoxy moiety is attached to the polymer chain substituent through an ester, amide, ketone, carbamate, amine, or other suitable linking group. The polymers can be used to provide antifouling coatings.","1. A polymer comprising a plurality of two-carbon repeating units in a polymer chain, wherein one or more of the two-carbon repeating units of the polymer chain have a substituent that is covalently bonded to a moiety of formula Z:
wherein
q is independently 1 to about 25;
r is independently 0 to about 18; and
the moiety of formula Z is attached to the polymer chain substituent through an ester, amide, ketone, carbamate, or amine.",Polymer
Polymerization method and polymerization apparatus,"In a polymerization apparatus in which the power of a motor is transmitted to a stirrer via oil-lubricated transmission box and speed reduction gear, the temperature of the lubricating oil in the transmission box and speed reduction gear is maintained constant by means of a heat exchanger, the torque between the motor and the transmission box or the speed reduction gear is measured with a torque meter, the viscosity of a reaction mixture is calculated from the measured torque and the number of rotation of the stirrer, and the stirrer is kept revolving until the calculated viscosity of the reaction mixture reaches a prescribed value.","1. A polymerization method by stirring a reaction mixture to cause polymerization; comprising the steps of:
maintaining the lubricating oil used in at least one of an oil-lubricated transmission box and an oil-lubricated speed reduction gear that constitute a driving mechanism for transmitting power of a motor to a stirring machine containing a reaction mixture at a constant temperature to maintain a torque of the driving mechanism constant;
calculating a viscosity of the reaction mixture in the stirring machine based on the torque measured between the motor and at least one of the transmission box and the speed reduction gear and the number of rotation of the stirring machine with the measured torque being regarded as a torque generated by the stirring machine; and
controlling the polymerization reaction by adjusting the rotation of the stirring machine so that the viscosity of the reaction mixture reaches a prescribed value.",Polymer
Polymer-polymer bilayer actuator,"A device for providing an electromechanical response includes two polymeric webs bonded to each other along their lengths. At least one polymeric web is activated upon application thereto of an electric field and exhibits electrostriction by rotation of polar graft moieties within the polymeric web. In one embodiment, one of the two polymeric webs in an active web upon application thereto of the electric field, and the other polymeric web is a non-active web upon application thereto of the electric field. In another embodiment, both of the two polymeric webs are capable of being active webs upon application thereto of the electric field. However, these two polymeric webs are alternately activated and non-activated by the electric field.","1. A device for providing an electromechanical response, which device comprises two polymeric webs bonded to each other along their lengths, at least one polymeric web is activated upon application thereto of an electric field and exhibits electrostriction by rotation of polar graft moieties within the polymeric web.",Polymer
Polymers,Described herein are polymers and associated methods to occlude structures and malformations of the vasculature with polymers with delayed controlled rates of expansion. Methods of forming such devices are also disclosed.,"1. An expansile device for implantation comprising:
a filament including an expansile polymer including a reaction product of a polymerization solution including a macromer, a monomer, a first crosslinker, and a second cleavable crosslinker,
wherein the expansile polymer has a full expansion size that includes a primary expansion and a secondary expansion, wherein the secondary expansion is retarded by the second cleavable crosslinker, and
wherein the expansile polymer has a dry bending resistance to wet bending resistance ratio of about 200:50 to about 20:2, a dry bending resistance of about 20 mg to about 200 mg, and a wet bending resistance of about 2 mg to about 50 mg.",Polymer
Polymers,"A copolymer containing repeat units formed from the monomers (I) and (II), wherein each R<SUP>1</SUP>, if present, is independently hydrogen or hydrocarbyl; r is 0, 1 or 2; s is either 2 or 3; R<SUP>2</SUP>-R<SUP>4 </SUP>are each independently hydrogen or hydrocarbyl; R<SUP>5 </SUP>and R<SUP>6 </SUP>are each independently hydrogen, halo or hydrocarbyl; P<SUB>d</SUB><SUP>-</SUP> is the anion formed by loss of a proton from a proton donating group P<SUB>d</SUB>-H; Z is either a bond or hydrocarbyl; R<SUP>7 </SUP>and R<SUP>8 </SUP>are each independently hydrogen, halo or hydrocarbyl; and either (a) A is an electron accepting group and W is either hydrogen or hydrocarbyl, (b) W is an electron accepting group and A is either a bond or hydrocarbyl or (c) both A and W are electron accepting groups. The invention also provides a method for preparing the copolymer by polymerising a mixture of (I) and (II) or their non-ionised precursors, preferably by exposure to ultraviolet radiation. The invention also relates to the uses of the copolymer in adhesive, coating, sealant and stereolithographic compositions","1. copolymer containing repeat units formed from both the monomer (I):
wherein each R1, if present, is independently either hydrogen or a hydrocarbyl group; r is 0, 1 or 2; s is either 2 or 3; R2â€“R4 are each independently hydrogen or a hydrocarbyl group; and R5 and R6 are each independently either hydrocarbyl, halo or hydrogen;
and the monomer (II):
wherein Pd31  is the anion formed by loss of a proton from a proton donating group Pdâ€”H; Z is either a bond or a hydrocarbyl group; R7 and R8 are each independently hydrogen, a halo group or a hydrocarbyl group; and either (a) A is an electron accepting group, in which case. W is either hydrogen or a hydrocarbyl group, (b) W is an electron accepting group and A is either a bond or a hydrocarbyl group or (c) both A and W are electron accepting groups;
wherein either:
(a) the monomer (II) has the general formula (IX):
â€ƒin which B1 is a bridging group of valency v, v is an integer from 2 to 8 and the groups â€”PdH may be wholly or partially present as the deprotonated analogues â€”Pd31 ; or
(b) the monomer (I) has the formula (X):
â€ƒin which B2 is a bridging group of valency a, and a is an integer from 2â€“8, or
(c) both monomer (I) and (II) are selected from (IX) and (X) respectively, with the proviso that B2 is not a phenyl or a substituted phenyl group or an alkylene group containing 2â€“8 carbon atoms.",Polymer
Polymers,"The present invention is a polymer having structural units, units of formula I, units of formula II and units of either formula IIIa or formula IIIb: The polymer improves the low-temperature properties of fuel oils from petroleum sources and especially from vegetable or animal sources.","1. A polymer comprising structural units of formula I, structural units of formula II and structural units of formula IIIa:
wherein R1 and R2 are the same or different and each represent a C8 to C22 alkyl group; wherein R3 represents â€”OCOR6, â€”COOR15, â€”COOH, or a C1 to C22 alkyl group, and R6 represents a C1 to C22 alkyl group; wherein R4 is hydrogen, â€”COOH or â€”CH2COOR16; wherein R15 and R16 are the same or different and each represent a C8 to C22 alkyl group; wherein R5 is hydrogen or methyl; wherein X represents a group of formula IV:
wherein R7 represents hydrogen or a C1 to C8 alkyl group, R8 represents a C1 to C8 alkyl group, m is an integer from 1 to 10, and n is an integer from 1 to 30.",Polymer
Polymerization process for fluorosilicone polymers,"A process for making organosilyl end-stopped diorganopolysiloxane fluid is provided comprising the steps of reacting an organic end-stopping compound with a fluorosilicone trimer in the presence of a catalytic amount of linear phosphonitrilic acid, and inactivating the linear phosphonitrilic acid, thereby forming organosilyl end-stopped diorganopolysiloxane fluid.","1. A process for making an organosilyl end-stopped diorganopolysiloxane fluid comprising the steps of:
reacting an organic end-stopping compound with a fluorosilicone trimer in the presence of a catalytic amount of a linear phosphonitrilic chloride, thereby forming a reaction; inactivating said linear phosphonitrilic chloride, by heating the reaction to at least about 150.degree. C. thereby forming organosilyl end-stopped diorganopolysiloxane fluid containing volatiles.",Polymer
Polymerization method and polymerization apparatus,"A polymerization method comprises, prior to polymerization of a monomer of the cyclic dimer of alpha-hydroxycarboxylic acid, a first mixture of a polymerization catalyst by bypassing a part of the monomer of the cyclic dimer is prepared. Then, the first mixture is mixed with a dominant amount of the monomer introduced into a polymerization reactor. The monomer of the cyclic dimer in the polymerization reactor is conducted in the presence of a polymerization initiator.","1. A polymerization apparatus comprising:
a continuous polymerization reactor having a stirrer therein;
a source of a monomer of the cyclic dimer of alpha-hydroxycarboxylic acid;
at least one bypass-conduit for bypassing the monomer from the source of the monomer;
first means for adding a polymerization catalyst to the bypassed monomer;
a first-conduit for introducing a dominant amount of the monomer into the continuous polymerization reactor;
a second-conduit connected between the continuous polymerization reactor and the first means that continuously supplies the bypassed monomer containing the polymerization catalyst to the dominant amount of the monomer; and
second means that continuously supplies a bypassed monomer containing a polymerization initiator to the dominant amount of the monomer after adding the polymerization catalyst to the dominant amount of the monomer, for chemically contacting the monomer with the polymerization catalyst and the polymerization initiator in the continuous polymerization reactor to conduct continuous polymerization of the monomer.",Polymer
POLYMERS,"
The invention relates to a stimulus-responding polymer obtained by polymerizing at least a monomer represented by a general formula (1) and a monomer represented by a general formula (2), and a separation method or concentration method of microorganisms, a purification method, detection method or concentration method of nucleic acids, a separating agent, a separation method of biomaterials and a conversion method of materials, which use this polymer,
 (in the formula, R11 represents hydrogen atom or methyl group, and R12 represents single bond or a straight or branched alkylene group having from 1 to 5 carbon atoms)
 (in the formula, R13 represents hydrogen atom or methyl group, and R14 represents hydrogen atom, a straight, branched or cyclic alkyl group, alkoxyl group or alkylamino group having from 1 to 10 carbon atoms, an aryl group or a heterocyclic group).
","1. A polymer obtained by polymerizing at least a monomer represented by the general formula (1):

(in the formula, R11 represents hydrogen atom or methyl group, and R12 represents single bond or a straight or branched alkylene group having from 1 to 5 carbon atoms) and a monomer having a biotin moiety or iminobiotin moiety.",Polymer
Polymers,"A thienylene-arylene polymer comprised of a repeating segment containing at least one 2,5-thienylene unit selected from (I) and (II), and from about one to about three arylene units selected from (IIIa), (IIIb), and/or (IIIc) wherein R is an alkyl or an alkoxy; R' is halogen, alkyl, or alkoxy, and a and b represent the number of Rs.","1. A thienylene-arylene polymer consisting of a repeating segment containing at least one 2,5-thienylene unit selected from (I) and (II), and from about one to about three arylene units selected from (IIIa), (IIIb), and/or (IIIc)
wherein R is an alkyl or an alkoxy; Râ€² is halogen, alkyl, or alkoxy; a and b represent the number of Rs; and wherein the arylene is a dialkoxyphenylene.",Polymer
POLYMER,"A polymer, for use in an organic light emitting device, comprises asymmetrically substituted repeat units of formula (I (a)): wherein R7 represents a substituent bound to the 9-carbon atom of the fluorene ring through a non-aromatic carbon atom, R8, R9 and R11 independently in each occurrence represent H or a substituent with the proviso that at least one R8 is not H; R10 independently in each occurrence is a substituent; and t in each occurrence is independently 0, 1, 2 or 3. R7 is preferably a linear alkyl substituted with one or more groups â€”(Ar6)w, wherein each Ar6 independently represents an optionally substituted aryl or heteroaryl group, and w is at least 1, for example 1, 2 or 3.","1. A polymer comprising a repeat unit of formula (Ia):
wherein R7 represents a substituent directly bound to the 9-carbon atom of the fluorene ring through a non-aromatic carbon atom of R7; R8, R9 and R11 independently in each occurrence represent H or a substituent with the proviso that at least one R8 is not H; R10 independently in each occurrence is a substituent; and t in each occurrence is independently 0, 1, 2 or 3.",Polymer
Polymers,"Polymers are described herein comprising: a reaction product of a prepolymer solution including at least one macromer, at least one flexomer, and at least one visualization agent. Methods of making and using these polymers are also described.","1. A polymer filament comprising:
a pentaerythritol and polyethylene glycol copolymer; and
between about 20% w/w and about 70% w/w barium sulfate;
wherein the co-polymer is a reaction product of a prepolymer solution including at least one pentaerythritol macromer and at least one polyethylene glycol flexomer;
wherein the at least one pentaerythritol macromer has a molecular weight between about 700 g/mole to about 1,000 g/mole; and
wherein the at least one polyethylene glycol flexomer has a molecular weight between about 8,000 g/mole to about 12,000 g/mole.",Polymer
Polymers,"There are disclosed polymeric or oligomeric product obtainable from the reaction of an anthraquinone with an aromatic diamine, characterised in that the anthraquinone is substituted or is not substituted and in that the diamine is a diamino anthracene which is substituted or is not substituted.The anthraquinone may be of the general formula (I):where, R may be the same as or different to R', and may be a hydrogen atom (when R=R'=H, the compound is anthraquinone), or CH3, CH3CH2-, -OCH3, -OCH2CH3, -CH2OCH3, -CH2OCH2CH2OCH3, methoxyethoxyethoxymethyl, aryloxymethyl, phenyl, Cl, Br, CN or NO2, -CH2COOR or CH2NHCOR'' (where R'' is C1-C6 alkyl or a phenyl or biphenyl group).",1. A polymeric or oligomeric product prepared by a process comprising reacting anthraquinone with diaminoanthracene wherein the anthraquinone or diaminoanthracene may be substituted or unsubstituted.,Polymer
Polymers,"The invention relates to novel polyallyl amine polymers having a weight average molecular weight of at least 2000 that, based on the number of amino groups of the polyallyl amine, comprises from approximately 1 to 99% of units of formulawherein R is as defined in the claims. The novel polyallyl amine polymers are useful, for example, for the surface-modification of different substrates or may be used for the manufacture of biomedical mouldings.","1. A polyallyl amine having a weight average molecular weight of at least 2000 that, based on the number of amino groups of the polyallyl amine, comprises from approximately 1 to 99% of units of formula
wherein R is C2-C6-alkyl which is substituted by two or more same or different substituents selected from the group consisting of hydroxy, C2-C5-alkanoyloxy and C2-C5-alkylaminocarbonyloxy.",Polymer
Polymer,"Polymer obtainable by a multistage polymerization process which involves conducting, in a first step, an aqueous-phase polymerization of at least one ethylenically monofunctional compound alone or together with at least one-ethylenically difunctional or poly-functional compound together in the presence of a polyesterpolyol, polyurethane and/or polyacrylate; followed by a reaction of the resulting product with a crosslinker; and its use.","1. Polymer microparticles dispersed in an aqueous phase and with a fully crosslinked exterior, obtained by aqueous phase polymerization of a monomer mixture comprising
i) from 50 to 98% by weight of at least one ethylenically monofunctional compound;
ii) from 2 to 50% by weight of at least one ethylenically difunctional or polyfunctional compound;
in the presence of a polymer selected from a polyesterpolyol having a number-average molecular weight of from 500 to 10000, an acid number of between 22 and 224, and an OH number of between 60 to 400;
polyurethane having a number-average molecular weight of from 500 to 20000, an acid number of between 25 and 150, and an OH number of between 50 to 350, the polyurethane containing on average per molecule at least one free carboxyl group originating from a polyesterpolyol; and/or polyacrylate having a number-average molecular weight of from 2000 to 100000, an acid number of between 25 and 300, and an OH number of between 50 to 250;
followed by a reaction of the polymerization product with a crosslinker.",Polymer
Polymer,"The present invention relates to new semiconductive oligomers and polymers, a process for their manufacture and their use in thin film electronic and optical devices, such as organic light emitting diodes (OLED) and photovoltaic devices, eg. solar cells and photodetectors.","1. An oligomer or polymer comprising an optionally substituted first repeat unit of formula (Ir):
wherein R1, R2, R3 and R4, which may be the same or different, are independently selected from hydrogen or a substituent and two or more of R1, R2, R3 and R4 may be linked to form a ring and the oligomer or polymer comprises a second repeat unit.",Polymer
Polymer,"A polymer that is capable of affording a heat storage material superior in humidity permeability and shape retention after phase transition and that is superior in molding processability is provided. The polymer includes constitutional units (A) derived from ethylene, constitutional units (B) represented by a specified formula, and optionally includes constitutional units (C) represented by another specified formula. Where the total number of the units (A), the units (B), and the units (C) is 100%, the number of the units (A) accounts for 70% to 99%, the total number of the units (B) and the units (C) accounts for 1% by weight to 30% by weight. Where the total number of the units (B) and the units (C) is 100%, the number of the units (B) accounts for 1% to 100% and the number of the units (C) accounts for 0% to 99%.","1. A polymer comprising structural units (A) derived from ethylene and constitutional units (B) represented by formula (1) below and optionally comprising at least one type of constitutional units (C) selected from the group consisting of constitutional units represented by formula (2) below and constitutional units represented by formula (3) below,
wherein where the total number of the units (A), the units (B), and the units (C) is 100%, the number of the units (A) accounts for 70% to 99% and the total number of the units (B) and the units (C) accounts for 1% to 30%; and where the total number of the units (B) and the units (C) is 100%, the number of the units (B) accounts for 1% to 100% and the number of the units (C) accounts for 0% to 99%,
in formula (1) R represents a hydrogen atom or methyl group,
L1 represents â€”COâ€”Oâ€”, â€”Oâ€”COâ€”, or â€”Oâ€”,
L2 represents a single bond, â€”CH2â€”, â€”CH2â€”CH2â€”, â€”CH2â€”CH2â€”CH2â€”, â€”CH2â€”CH(OH)â€”CH2â€”, or â€”CH2â€”CH(CH2OH)â€”,
L3 represents a single bond, â€”COâ€”Oâ€”, â€”Oâ€”COâ€”, â€”Oâ€”, â€”COâ€”NHâ€”, â€”NHâ€”COâ€”, â€”COâ€”NHâ€”COâ€”, â€”NHâ€”COâ€”NHâ€”, â€”NHâ€”, or â€”N(CH3)â€”,
L6 represents an alkyl group having 14 to 30 carbon atoms;
in formula (2),
R represents a hydrogen atom or a methyl group,
L1 represents â€”COâ€”Oâ€”, â€”Oâ€”COâ€”, or â€”Oâ€”,
L4 represents an alkylene group having 1 to 8 carbon atoms,
L5 represents a hydrogen atom, an epoxy group, â€”CH(OH)â€”CH2OH, a carboxyl group, a hydroxyl group, an amino group, or an alkylamino group having 1 to carbon atoms;
in each of the horizontal chemical formulae represented by L1, L2, or L3 in formula (1) and formula (2) above, the left side thereof corresponds to the top side of formula (1) or formula (2) and the right side thereof corresponds to the bottom side of formula (1) or formula (2),
wherein a ratio A defined by formula (I) is 0.95 or less, and
wherein A=Î±1/Î±0 (I) in formula (I),
wherein Î±1 is a value obtained by a method comprising: measuring the absolute molecular weight and the intrinsic viscosity of a polymer by gel permeation chromatography using an apparatus equipped with a light scattering detector and a viscosity detector, plotting the measured data with logarithms of absolute molecular weights as abscissa against logarithms of intrinsic viscosities as ordinate, approximating with formula (I-I) in the least squares sense logarithms of absolute molecular weights and logarithms of intrinsic viscosities within the range of from the logarithm of the weight-average molecular weight of the polymer to the logarithm of the z-average molecular weight of the polymer on the abscissa, and representing the slope of the straight line showing formula (I-I) by Î±1,
log [Î·1]=Î±1 log M1+log K1â€ƒâ€ƒformula (I-I)
in formula (I-I), [Î·1] represents the intrinsic viscosity (unit: dl/g) of the polymer, M1 represents the absolute molecular weight of the polymer, and K1 is a constant; and
wherein in formula (I), Î±0 is a value obtained by a method comprising: measuring the absolute molecular weight and the intrinsic viscosity of a polyethylene standard substance 1475a by gel permeation chromatography using an apparatus equipped with a light scattering detector and a viscosity detector, plotting the measured data with logarithms of absolute molecular weights as abscissa against logarithms of intrinsic viscosities as ordinate, approximating with formula (I-II) in the least squares sense logarithms of absolute molecular weights and logarithms of intrinsic viscosities within the range of from the logarithm of the weight-average molecular weight of the polyethylene standard substance 1475a to the logarithm of the z-average molecular weight of the polymer on the abscissa, and representing the slope of the straight line showing formula (I-II) by Î±0,
log [Î·0]=Î±0 log M0+log K0â€ƒâ€ƒformula (I-II)
in formula (I-II), [Î·0] represents the intrinsic viscosity (unit: dl/g) of the polyethylene standard substance 1475a, M0 represents the absolute molecular weight of the polyethylene standard substance 1475a, and K0 is a constant; and
wherein in the measurement of the absolute molecular weight and the intrinsic viscosity of the polymer and the polyethylene standard substance 1475a by gel permeation chromatography, the mobile phase is orthodichlorobenzene and the measurement temperature is 155Â° C.",Polymer
Polymers,"The present invention relates to polymers comprising one or more perfluoroalkylpolyether units and one or more different charged units, to a process for producing such polymers in non-porous or particularly in porous form and to mouldings composed thereof.The novel polymers have an improved wettability and cell growth ability and are thus useful, for example, for the manufacture of biomedical devices, in particular opthalmic devices.","1. A polymer comprising one or more perfluoroalkylpolyether (PFPE) units and one or more charged units selected from the group consisting of zwitter-ionic units wherein the PFPE units are of formula
--OCH.sub.2 CF.sub.2 O (CF.sub.2 CF.sub.2 O).sub.x (CF.sub.2 O).sub.y CF.sub.2 CH.sub.2 O--  (1)
wherein the CF.sub.2 CF.sub.2 O and CF.sub.2 O units may be randomly distributed or distributed as blocks throughout the chain and wherein x and y may be the same or different such that the molecular weight of the perfluorinated polyether is in the range of from 242 to 8000.",Polymer
Polymer,"The application provides a method of producing a comb polymer comprising the steps of: (a) Providing: (i) a plurality of monomers which are linear, branched or star-shaped, substituted or non-substituted, and have an olefinically unsaturated moiety, the olefinically unsaturated moiety being capable of undergoing addition polymerization; (ii) an initiator compound; the initiator compound comprising a homolytically cleavable bond. (iii) a catalyst capable of catalysing the polymerization of the monomer; and (b) Causing the catalyst to catalyse, in combination with the initiator, the polymerization of a plurality of the monomers to produce the comb polymer. Catalysts and polymers obtainable by the process are also provided. Preferably, the comb polymer is capable of binding proteins and may be produced from monomers which are alkoxy polyethers, such as poly(alkyleneglycol) or polytetrahydrofuran.","1. A method for conjugating a biological molecule to a comb polymer, wherein the biological molecule is a protein, polypeptide, carbohydrate, fat or nucleic acid and the comb polymer is produced by a method comprising the steps of:
(a) providing:
(i) a plurality of monomers which are linear, branched or star-shaped, substituted or non-substituted, and have an olefinically unsaturated moiety, the olefinically unsaturated moiety being capable of undergoing addition polymerization, wherein the monomers comprise alkoxy polyethers;
(ii) an initiator compound; the initiator compound comprising a homolytically cleavable bond, wherein said initiator compound comprises an optionally protected moiety which when attached to the comb polymer is capable of binding to the biological molecule;
(iii) a catalyst capable of catalyzing the polymerization of the monomer;
(b) causing the catalyst to catalyze, in combination with the initiator, the polymerization of a plurality of the monomers to produce the comb polymer; and
(c) if the moiety of step (a)(ii) is protected, deprotecting the moiety;
said method comprising the step of reacting the biological molecule with the comb polymer, thereby conjugating the biological molecule with the comb polymer.",Polymer
Polymer,"Polymer obtainable by a multistage polymerization process which involves conducting, in a first step, an aqueous-phase polymerization of at least one ethylenically monofunctional compound alone or together with at least one ethylenically difunctional or poly-functional compound together in the presence of a polyesterpolyol, polyurethane and/or polyacrylate; and, in a subsequent step, a reaction of the resulting product with at least one ethylenically monofunctional compound alone or together with at least one ethylenically difunctional or polyfunctional compound; followed by a reaction of the resulting product with a crosslinker; and its use.","1. A polymer microparticle dispersed in an aqueous phase and with a fully crosslinked exterior, obtained by a multistage polymerization process which involves conducting
a) in a first step, an aqueous-phase polymerization of a monomer mixture comprising
i) from 7.5 to 93% by weight of at least one ethylenically monofunctional compound;
ii) from 0.3 to 47.5% by weight of at least one ethylenically difunctional or polyfunctional compound;
in the presence of a polymer selected from a
polyesterpolyol having a number-average molecular weight of from 500 to 10,000, an acid number of between 22 and 224, and an OH number of between 60 to 400;
polyurethane having a number-average molecular weight of from 500 to 20,000, an acid number of between 25 and 150, and an OH number of between 50 to 350, said polyurethane containing on average per molecule at least one free carboxyl group originating from a polyesterpolyol; and
polyacrylate having a number-average molecular weight of from 2,000 to 100,000, an acid number of between 25 and 300, and an OH number of between 50 to 250;
b) in a subsequent step, a reaction of the product obtained from step a) with iii) from 5 to 85% by weight of at least one ethylenically monofunctional compound;
the sum of the fractions of components (i) to (iii) being 100% by weight; followed by a reaction of the product obtained from step b) with a crosslinker.",Polymer
POLYMER,"A novel class of polymers obtainable by copolymerising a monomer mixture comprising (i) hydrophilic monomer of general formula (I) Yâ€”Bâ€”X; (ii) styrene or a substituted styrene, a monomer or mixture of monomers which when polymerized form a polymer with a Tg lower than the Tg of a homopolymer of monomer (I) and lower than the Tg of a homopolymer of monomer (ii); and a monomer having a crosslinkable group is described. The invention also relates to a method for producing such polymers, implants coated with the polymers and methods for forming the same.","1. A polymer obtained by copolymerizing a monomer mixture comprising
(i) 5 to 40wt % of a hydrophilic monomer of the general formula (I)
Yâ€”Bâ€”Xâ€ƒâ€ƒ(I)
wherein B is a straight or branched alkylene, oxaalkylene or oligo-oxaalkylene chain optionally containing one or more fluorine atoms up to and including perfluorinated chains or, if X contains a carbon-carbon chain between B and the centre of permanent positive charge or if Y contains a terminal carbon atom bonded to B, a valence bond;
X is a zwitterionic group and
Y is an ethylenically unsaturated polymerisable group of the general formula (II)
where:
R1 is hydrogen or a C1-C4 alkyl group;
A1 is â€”Oâ€” or â€”NR2â€” wherein R2 is hydrogen or C1-4alkyl group or R2 is BX where B and X are as defined above;
(ii) 5 to 40wt % of styrene or a substituted styrene;
(iii) 10 to 89wt % of a monomer (a) or mixture of monomers a), b) etc, which when polymerised form a polymer having a calculated Tg as calculated using
##EQU##
wherein Tg=glass transition temperature in Kelvins
Tga and Tgb=glass transition temperature of a homopolymer of a and b respectively in Kelvins
Wa and Wb=weight fraction of component a and b respectively
which is lower than the Tg of a homopolymer formed by polymerizing monomer (ii); and
(iv) 0.5 to 10wt % of a monomer having a crosslinkable group wherein after crosslinking the polymer has
(a) a Tg (dry) in the range from 15 of 90Â° C.;
(b) a hydrated modulus at room temperature of at least 5 MPa;
(c) hydrated elongation at break of at least 50%;
(d) a water content in the range from 10 to 60%; and
(v) wherein monomer (i) is 2-methacryloyloxyethyl-2â€²-trimethylammoniumethyl phosphate inner salt, monomer (ii) is styrene, monomer (iii) comprises methyl methacrylate, butyl acrylate and hydroxybutyl acrylate and monomer (iv) is trimethoxysilyl propyl methacrylate.",Polymer
POLYMER,"The invention provides compositions comprising a polyamidoamine (PAA) polymer comprising a pendant disulphide, sulphydryl, or activated sulphydryl moiety, and methods for their manufacture. The invention extends to the use of such polyamidoamine polymers to form cross-linked compositions, and hydrogels comprising the same, and the use of such compositions in various biological and non-biological applications, such as the delivery of biomolecules to target sites, and for tracking fluid flows. The invention also provides carrier particles, which may be used to deliver biomolecules, and to methods of treatment. The invention also provides a fluid tracking system for monitoring fluid flow.","1. A composition comprising linear polyamidoamine (PAA) polymer chains, each chain comprising a pendant disulphide, sulphydryl, or activated sulphydryl moiety, wherein the linear PAA polymer chains under oxidizing conditions form disulfide cross-links to produce a cross-linked product, and wherein the cross-linked product is reducible to break cross-links between the polymer chains.",Polymer
Polymer,"The present invention relates to new semiconductive polymers, a process for their manufacture and their use in thin film electronic and optical devices, such as organic light emitting diodes (OLED) and photovoltaic devices, e.g. solar cells and photo detectors.","1. A monomer of formula (lm):
wherein each Ar is the same or different and independently represents an optionally substituted phenyl or biphenyl; Ar1 represents an optionally substituted phenyl or biphenyl; each P is the same or different and independently represents a leaving group capable of participating in metal insertion with a nickel or palladium complex catalyst; n is at least 2; and each R is a group of formula (II):
wherein G is hydrogen or a substituent selected from C1-20 alkyl; C1-20 alkoxy; C1-20 fluoroalkyl; C1-20 perfluoroalkyl; and fluorine.",Polymer
Emissive polymers and devices incorporating these polymers,"
The present invention relates to a class of luminescent and conductive polymer compositions having chromophores, and particularly solid films of these compositions exhibiting increased luminescent lifetimes, quantum yields and amplified emissions. These desirable properties can be provided through polymers having rigid groups designed to prevent polymer reorganization, aggregation or Ï€-stacking upon solidification. These polymers can also display an unusually high stability with respect to solvent and heat exposures. The invention also relates to a sensor and a method for sensing an analyte through the luminescent and conductive properties of these polymers. Analytes can be sensed by activation of a chromophore at a polymer surface. Analytes include aromatics, phosphate ester groups and in particular explosives and chemical warfare agents in gaseous state. The present invention also relates to devices and methods for amplifying emissions by incorporating a polymer having an energy migration pathway and/or providing the polymer as a block co-polymer or as a multi-layer.
","1. A sensor, comprising
an article comprising at least one layer including:
a) a polymeric composition comprising:
a conjugated Ï€-backbone, the Ï€-backbone comprising a plane of atoms;
a first group and a second group attached to the Ï€-backbone, the first group having a first fixed height above the plane and the second group having a second fixed height below the plane wherein a sum of the first and second heights is at least about 4.5 Ã…;
wherein the Ï€-backbone comprises the structure:

wherein A and C are aromatic groups; B and D are selected from the group consisting of a carbon-carbon double bond and a carbon-carbon triple bond; and any hydrogen on aromatic group A and C can be replaced by E and F respectively, wherein at least one of E and F comprises the first and second group, a and b are integers which can be the same or different and a = 0 - 4, b = 0 - 4 such that when a = 0, b is nonzero and when b = 0, a is nonzero, and at least one of E and F includes a bicyclic ring system having aromatic or nonaromatic groups optionally interrupted by O, S, NR1 and CR12 wherein R1 is selected from the group consisting of hydrogen, C1-C20 alkyl, C1-C20 alkoxy and aryl and n is less than about 10,000; and
b) a compound having the structure:
wherein Y is H or SiR3, each R independently being H or an organic moiety, and Y1 to Y4 are conjugated groups.",Polymer
Bimodal propylene polymers and sequential polymerization,"This invention relates to high porosity (â‰¥15%) and/or low pore diameter (PD<165 Î¼m) propylene polymers and propylene polymerization processes using single site catalyst systems with supports having high surface area (SAâ‰¥400 m2/g), low pore volume (PVâ‰¤2 mL/g), a specific mean pore diameter range (PD=1-20 nm), and high average particle size (PSâ‰¥30 Î¼m).","1. A propylene polymer comprising at least 50 mol % propylene having:
i) a 1% Secant flexural modulus of at least 1000 MPa, determined according to ASTM D 790 (A, 1.0 mm/min);
ii) more than 5 and less than 200 regio defects per 10,000 propylene units, determined by 13C NMR;
iii) a multimodal molecular weight distribution;
iv) when a comonomer is present, a CDBI of 50% or more;
v) a matrix having a porosity of 15 percent or more, and
vi) median pore diameter less than 165 Î¼m, as determined by mercury intrusion porosimetry.",Polymer
