Title,Abstract,First Claim,Target
Methods and apparatus for building a support vector machine classifier,"Solving a quadratic programming problem involved in training support vector machines by sweeping through a set of training examples, solving small sub-problems of the quadratic programming problem. Each of these sub-problems has an analytic solution, which is faster that the numerical quadratic programming solutions used in the prior art. In one embodiment, training examples with non-optimal Lagrange multipliers are adjusted, one at a time, until all are optimal (e.g. until all examples fulfill the Kuhn-Tucker conditions). In another embodiment, training examples with non-optimal Lagrange multipliers are paired and then adjusted, until all are optimal.","1. A method for operating a machine to train an object classifier based on a set of object training examples represented by feature vectors (x.sub.i) and predetermined classifications (y.sub.i) associated with the each of the object training examples, where the object classifier determines a classification output (O) of an object represented by feature vector (x.sub.input) as: ##EQU14##
where .alpha..sub.i is a Lagrange multiplier associated with the i.sup.th training example, and k is a kernel function, the method comprising steps of:
a) initializing, with the machine, each of the Lagrange multipliers;
b) sweeping through at least some of the training examples of the set of training examples;
c) for each training example of the sweep, correcting, with the machine, a Lagrange multiplier associated with the training example to generate a corrected Lagrange multiplier, if the Lagrange multiplier is not optimal;
d) storing, with the machine, the corrected Lagrange multiplier; and
e) repeating steps (b), (c) and (d) if any Lagrange multiplier was changed during the sweep, thereby training the object classifier.",Support vector machine
Handset identifier using support vector machines,"A system for identifying a handset used over a communication network comprises a composite database including training data for a plurality of handset types, a plurality of support vector machines trained to identify, respectively, at least one of the plurality of handset types, and an interface operable to receive audio testing data for an unidentified handset. Each support vector machine is configured to determine its degree of recognition of the audio testing data. The system also includes a processor configured to identify unidentified handset by determining the support vector machine exhibiting the highest degree of recognition.","1. A method for training a computer-implemented classification system to be able to identify a handset used over a communication network, comprising:
(a) transforming training data for a plurality of handset types into a composite dataset including training feature vectors;
(b) configuring a plurality of classifiers based on said composite dataset, including:
(1) associating one of said classifiers with one of said handset types not previously associated with any other of said classifiers;
(2) training said classifier of (1) to recognize, within said composite dataset, (A) a first class of training feature vectors related to said associated handset type, and (B) a second class of training feature vectors related to other handset types;
(3) repeating (1) and (2) for at least another of said classifiers; and
(c) storing a result of (b) in a computer-readable memory so as to be usable to (i) correlate an unidentified handset's test feature vectors against said trained classifiers, (ii) select one of said classifiers exhibiting the greatest correlation, and (iii) determine said handset type associated with said selected classifier.",Support vector machine
Gradient based training method for a support vector machine,"A training method for a support vector machine, including executing an iterative process on a training set of data to determine parameters defining the machine, the iterative process being executed on the basis of a differentiable form of a primal optimization problem for the parameters, the problem being defined on the basis of the parameters and the data set.","1. A training method for a support vector machine to perform data classification for a relationship between a training set of data, the method executed by a computer system, including executing an iterative process by a processor on the training set of data read from a data input device to determine parameters defining said machine represented by:
y=sgn(wÂ·x+Î²b),
where y is the classification output which is output by a data output device, x is the input data read from the data input device, Î²is 0 or 1, the vector w and bias b, being parameters defining a decision surface, said iterative process being executed by the processor based on a derivative optimization function for said parameters and said data set.",Support vector machine
Method and Apparatus for Transductive Support Vector Machines,"Disclosed is a method for training a transductive support vector machine. The support vector machine is trained based on labeled training data and unlabeled test data. A non-convex objective function which optimizes a hyperplane classifier for classifying the unlabeled test data is decomposed into a convex function and a concave function. A local approximation of the concave function at a hyperplane is calculated, and the approximation of the concave function is combined with the convex function such that the result is a convex problem. The convex problem is then solved to determine an updated hyperplane. This method is performed iteratively until the solution converges.","1. A method for training a transductive support vector machine, based on a non-convex transductive support vector machine objective function, the transductive support vector machine objective function based on two ramp loss functions for unlabeled test data, the method comprising:
decomposing each of the ramp loss functions into a difference of hinge losses, with a computer processor;
using the differences of the hinge losses to decompose the transductive support vector machine objective function into a sum of a concave function and a convex function, with a computer processor; and
determining a hyperplane classifier classifying the unlabeled data into first and second classes with a computer processor by iteratively approximating the concave function.",Support vector machine
CLASSIFICATION USING SUPPORT VECTOR MACHINES AND VARIABLES SELECTION,"A method of deriving a classifier for classifying items using a plurality of variables for characteristics of the items, the method comprising determining a representative subset of the variables for use in said classifier.","1. A method of deriving a classifier for classifying currency bills using a plurality of variables for characteristics of the bills, the method comprising:
determining a representative subset of the plurality of variables for use in said classifier by using a first classifier and the plurality of variables to select the representative subset of the plurality of variables based on a fitness criteria describing a correlation of at least some of the plurality of variables with input data projected on a discriminant axis of the first classifier;
wherein the bills are classified between a reference class which is one billway of a denomination and a second class containing at least 3 other billways of the same denomination.",Support vector machine
Parallel ensemble of support vector machines,"Systems, methods, and computer-readable media for building ensemble members of a Support Vector Machine (SVM) ensemble in parallel and executing processing in parallel on data allocated to each ensemble member are disclosed. The parallel construction and processing of data of each ensemble member allows a single large SVM calculation to be replaced with many smaller SVM calculations performed in parallel, and thus, may reduce the computational resources required to classify datasets.","1. A method for constructing a Support Vector Machine (SVM) ensemble, the method comprising:
determining a subset of data in a training dataset to allocate to an ensemble member of the SVM ensemble; and
building the ensemble member, wherein building the ensemble member comprises:
partitioning a first portion of the subset of data into a first classification and a second portion of the subset of data into a second classification;
determining a first plurality of data clusters among the first portion of the subset of data partitioned into the first classification and a second plurality of data clusters among the second portion of the subset of data partitioned into the second classification;
identifying a first cross-classification cluster matchup, wherein the first cross-classification cluster matchup comprises a first data cluster of the first plurality of data clusters and a second data cluster of the second plurality of data clusters;
identifying a second cross-classification cluster matchup, wherein the second cross-classification cluster matchup comprises a third data cluster of the first plurality of data clusters and a fourth data cluster of the second plurality of data clusters; and
determining a first SVM for the first cross-classification cluster matchup and a second SVM for the second cross-classification cluster matchup,
wherein the first SVM and the second SVM are determined at least partially in parallel.",Support vector machine
Support vector machine prediction method,A computer-implemented method is disclosed for image recognition and other applications. The method employs an SVM model and can reduce false negatives and increase recognition accuracies by raising the sample-to-support-vector ratio.,"1. A computer-implemented method, comprising:
selecting a kernel and kernel parameters for a first Support Vector Machine (SVM) model comprising SVM support vector number of support vectors;
testing the first SVM model on a feature matrix T to produce false positive (FP) data set and false negative (FN) data set by a computer system, wherein the feature matrix T includes n feature vectors of length m, wherein n and m are integer numbers;
copying the feature matrix T to produce a feature matrix T_best comprising T_best sample number of sample points;
checking, by the computer system, if a ratio (T_best sample number)/(SVM support vector number) is above a threshold for the first SVM model on T_best; and
if the ratio is above the threshold, performing SVM predictions using the first SVM model on the feature matrix T_best.",Support vector machine
DEEP NEURAL SUPPORT VECTOR MACHINES,"Aspects of the technology described herein relate to a new type of deep neural network (DNN). The new DNN is described herein as a deep neural support vector machine (DNSVM). Traditional DNNs use the multinomial logistic regression (softmax activation) at the top layer and underlying layers for training. The new DNN instead uses a support vector machine (SVM) as one or more layers, including the top layer. The technology described herein can use one of two training algorithms to train the DNSVM to learn parameters of SVM and DNN in the maximum-margin criteria. The first training method is a frame-level training. In the frame-level training, the new model is shown to be related to the multi-class SVM with DNN features. The second training method is the sequence-level training. The sequence-level training is related to the structured SVM with DNN features and HMM state transition features.","1. An automatic speech recognition (ASR) system comprising:
a processor; and
computer storage memory having computer-executable instructions stored thereon which, when executed by the processor, implement an acoustic model and a language model:
an acoustic sensor configured to convert speech into acoustic information;
the acoustic model (AM) comprising a deep neural support vector machine configured to classify the acoustic information into a plurality of phones; and
the language model (LM) configured to convert the plurality of phones into plausible word sequences.",Support vector machine
CONSTRUCTING AND USING SUPPORT VECTOR MACHINES,"
Methods and systems are described for building and using a support vector machine for classifying a new sample. Training samples of one class or another class are used to build the machine by mapping the angle space to a set of angle vectors and, for each angle vector, finding candidate hyperplanes that are orthogonal to a vector at the angle vector and radiating from an origin point to the hyperplane. An optimal pair of candidate hyperplanes at one of the angle vectors is selected on the basis of the distance between the pair and the number of samples between them. The selection may be based on hard margin or soft margin approaches. A matrix-based implementation is presented. New training samples may be added, removed, or reclassified without requiring recalculation of the entire support vector machine.

","1. A method of classifying a portion of an image or video using a classifier, the classifier being based upon a set of samples (12, 14) in a data space (10), wherein each sample of the set of samples comprises classified image data, wherein the set includes a plurality of samples (12) of one class and a plurality of samples (14) of another class, and wherein the portion of the image or video comprises a new sample in the data space, the method comprising:
training the classifier by:
mapping (102) an angle space to a fixed set of angle vectors and, for each angle vector,
finding (302), for each sample, a candidate hyperplane associated with that angle vector, wherein each candidate hyperplane is a radial distance from an origin point measured along a vector from the origin and normal to the candidate hyperplane, and wherein the direction of the vector is given by the angle vector in the data space;
selecting (220, 304), as an optimal pair of hyperplanes, a pair of the candidate hyperplanes associated with one angle vector of the first set of angle vectors on the basis of a distance between pairs of the candidate hyperplanes parallel to each other and the number of samples between the candidate hyperplanes; and
determining (112, 222, 306) a classification hyperplane as a hyperplane parallel to and between the optimal pair of hyperplanes, and
determining (224, 308) whether the portion of the image or video is in the one class or in the another class based on which side of the classification hyperplane the new sample is located.",Support vector machine
Ensemble weak support vector machines,"In an approach to improving accuracy through weak model aggregation, one or more computer processors generating a plurality of hyperparameter sets, wherein each hyperparameter set in the plurality of hyperparameter sets contains one or more hyperparameters varied to increase over-training in one or more models, wherein over-training includes overfitting or underfitting. The one or more computer processors create a plurality of weak models utilizing a created bootstrap dataset in a plurality of created bootstrap datasets, a corresponding extracted explanatory variable set, and a corresponding hyperparameter set in the generated plurality of hyperparameter sets, wherein each weak model in a created plurality of weak models shares at least the created bootstrap dataset, the extracted explanatory variable set, the generated hyperparameter set, a machine learning technique, or a model architecture. The one or more computer processors predict a classification for an unknown datapoint by aggregating the created plurality of weak models.","1. A computer-implemented method comprising:
generating, by one or more computer processors, a plurality of hyperparameter sets, wherein each hyperparameter set in the plurality of hyperparameter sets contains one or more hyperparameters varied to increase model inaccuracy through over-training in one or more models, over-training includes overfitting or underfitting;
creating, by one or more computer processors, a plurality of weak models utilizing a created bootstrap dataset in a plurality of created bootstrap datasets, a corresponding extracted feature set, and a corresponding hyperparameter set in the generated plurality of hyperparameter sets, wherein each weak model in a created plurality of weak models shares at least the created bootstrap dataset, the extracted feature set, the generated hyperparameter set, a machine learning technique, or a model architecture; and
predicting, by one or more computer processors, a classification for an unknown datapoint by aggregating the created plurality of weak models.",Support vector machine
SUPPORT VECTOR MACHINE COMPUTATION,"A technique solves an SVM problem on table J, defined as the join of two tables T1 and T2, without explicitly joining the tables T1 and T2, in which the table T1 has m rows (piT, uiT), i=1, . . . , m, and the table T2 has n rows (qjT, vjT), j=1, . . . , n. A computer obtains a modified optimization problem from a primal optimization problem in which the modified optimization problem includes minimizew,b,Î·,Î¶Â½âˆ¥ï¸€wâˆ¥ï¸€2+CÂ·Î£i=1mJ(i)Â·Î·i+CÂ·Î£j=1nI(j)Â·Î¶j, subject to yixijTwâˆ’yib+Î·i+Î¶jâ‰§1 ((i,j)âˆˆIJ) and Î·i, Î¶jâ‰§0. The penalty variables are reduced in the modified optimization problem by replacing the penalty variables in a form of Î¾ij for each (i,j)âˆˆIJ with the penalty variables in a form of Î¶ij=Î·i+Î¶j. A compact form of the modified optimization problem is obtained which includes minimizew,b,Î·,Î¶,Ïƒ,Ï„Â½âˆ¥ï¸€wPâˆ¥ï¸€2+Â½âˆ¥ï¸€wUâˆ¥ï¸€2+Â½âˆ¥ï¸€wQâˆ¥ï¸€2+CÂ·Î£i=1mJ(i)Â·Î·i+CÂ·Î£j=1nI(j) Â·Î¶j which is subject to yipiTwPâˆ’yib+Î¾iâˆ’Ïƒkâ‰§0 (iâˆˆIk, k=1, . . . l), qjTwQâˆ’Ï„kâ‰§0 (jâˆˆJk, k=1, . . . l), Ïƒk+zkTwU+Ï„kâ‰§1 (for k=1, . . . l such that Jkâ‰ î‹“), ÏƒkzkTwUâ‰§1 (for k=1, . . . l such that Jk=î‹“), and Î¾iâ‰§0 (i=1, . . . , m). The compact form of the modified optimization problem is solved.","1. A method, by a computer, of solving a support vector machine problem on table J, defined as the join of two tables T1 and T2, without explicitly joining the tables T1 and T2, wherein the table T1 has m rows (piT, uiT), i=1, . . . , m, and the table T2 has n rows (qjT, vjT), j=1, . . . , n, the method comprising:
providing a primal optimization problem over a join of the tables T1 and T2;
obtaining, by the computer, a modified optimization problem from the primal optimization problem;
reducing penalty variables in the modified optimization problem by replacing the penalty variables in a form of Î¾ij for each (i,j)âˆˆIJ with the penalty variables in a form of Î¾ij=Î·i+Î¶j;
obtaining a compact form of the modified optimization problem in which the compact form comprises the penalty variables in the form of Î¾ijÎ·iÎ¶j; and
solving the compact form of the modified optimization problem.",Support vector machine
System and method for a contiguous support vector machine,"A method of classifying features in digitized images includes providing a plurality of feature points in an n-dimensional space, wherein said feature points have been extracted from a digitized medical image, formulating a support vector machine to classify said feature point into one of two sets, wherein each said feature classification vector is transformed by an adjacency matrix defined by those points that are nearest neighbors of said feature, and solving said support vector machine by a linear optimization algorithm to determine a classifying plane that separates the feature vectors into said two sets.","1. A method of classifying features in digitized images comprising the steps of: 
providing a plurality of feature points in an n-dimensional space, wherein said feature points have been extracted from a digitized medical image; 
formulating a support vector machine to classify said feature point into one of two sets, wherein each said feature classification vector is transformed by an adjacency matrix defined by those points that are nearest neighbors of said feature; and 
solving said support vector machine by a linear optimization algorithm to determine a classifying plane that separates the feature vectors into said two sets. ",Support vector machine
Proximal gradient method for huberized support vector machine,"The Support Vector Machine (SVM) has been used in a wide variety of classification problems. The original SVM uses the hinge loss function, which is nondifferentiable and makes the problem difficult to solve in particular for regularized SVMs, such as with l1-norm. The Huberized SVM (HSVM) is considered, which uses a differentiable approximation of the hinge loss function. The Proximal Gradient (PG) method is used to solving binary-class HSVM (BHSVM) and then generalized to multi-class HSVM (MHSVM). Under strong convexity assumptions, the algorithm converges linearly. A finite convergence result about the support of the solution is given, based on which the algorithm is further accelerated by a two-stage method.","1. A computer-implemented method comprising:
receiving, by a processor, medical image data;
training a machine learning model for classifying the medical image data, wherein the machine learning model is generated at least in part by:
replacing a hinge loss term of a support vector machine model of a classifier with a differentiable approximation of the hinge loss term based on a Huber loss function, to produce the machine learning model, wherein a vicinity near a non-smooth point in the hinge loss term of the support vector machine model is approximated by a differentiable curve in the Huber loss function;
applying a proximal gradient method to solve the differentiable support vector machine model, to produce updates for an algorithm for determining a separating hyperplane of the differentiable support vector machine model; and
determining the separating hyperplane using the algorithm;
extracting characteristics of the medical image data to form a feature vector; and
determining one or more medical conditions associated with the medical image data by processing the feature vector using the machine learning model.",Support vector machine
Determining states of an apparatus using support vector machines,"The invention relates to a system and to a method for determining a state of a device by means of a trained support-vector machine. According to the invention, an operating parameter space is divided into classification volumes, at least one of which indicates a normal state and at least one other of which indicates a fault state of the device. A current state of the device can therefore be determined by determining where a current operating parameter point is to be arranged in the operating parameter space. The invention further relates to methods and to variants of the system in order to facilitate a cause evaluation and to determine particularly relevant operating parameters for the fault determination.","1. A system for determining a state of an apparatus, the system comprising:
a capture device configured to capture at least two operating parameters of the apparatus during operation of the apparatus; and
a computing device configured to implement an operating point module, a trained support vector machine (SVM), and an output module,
wherein the operating point module is configured to generate an operating point in an n-dimensional operating parameter space from the at least two captured operating parameters, where n is greater than or equal to two,
wherein the trained SVM is configured and trained to divide the n-dimensional operating parameter space into at least three classification volumes, each of the at least three classification volumes indicating different states of the apparatus,
wherein a first classification volume indicates a normal state of the apparatus, and a second classification volume and a third classification volume indicate different fault states of the apparatus,
wherein the trained SVM is further configured to assign the operating point generated by the operating point module to one classification volume of the at least three classification volumes,
wherein the output module is configured to:
determine a state of the apparatus according to the one classification volume to which the generated operating point is assigned by the trained SVM; and
output an output signal indicating at least the determined state of the apparatus, and
wherein the computing device is further configured to implement an evaluation module, the evaluation module being configured to:
determine a respective normal vector to every plane or hyperplane that separates the first classification volume, which identifies the normal state of the apparatus, from one of the classification volumes that indicate a fault state of the apparatus; and
determine and output, for each of the determined normal vectors, a value of an entry with a greatest absolute value for the normal vector.",Support vector machine
Text classification by weighted proximal support vector machine,"Embodiments of the invention relate to improvements to the support vector machine (SVM) classification model. When text data is significantly unbalanced (i.e., positive and negative labeled data are in disproportion), the classification quality of standard SVM deteriorates. Embodiments of the invention are directed to a weighted proximal SVM (WPSVM) model that achieves substantially the same accuracy as the traditional SVM model while requiring significantly less computational time. A weighted proximal SVM (WPSVM) model in accordance with embodiments of the invention may include a weight for each training error and a method for estimating the weights, which automatically solves the unbalanced data problem. And, instead of solving the optimization problem via the KKT (Karush-Kuhn-Tucker) conditions and the Sherman-Morrison-Woodbury formula, embodiments of the invention use an iterative algorithm to solve an unconstrained optimization problem, which makes WPSVM suitable for classifying relatively high dimensional data.","1. A system for training a text classifier, the system comprising: 
a text data preprocessor that preprocesses raw training text to produce an input matrix; 
a weighting module that generates a weighted matrix by re-weighting the input matrix based on how many training examples are positive and how many training examples are negative; and 
a model-vector generator that iteratively calculates a model vector based on the weighted matrix. ",Support vector machine
Q-METRIC BASED SUPPORT VECTOR MACHINE,"A Support Vector Machine ( 110 ) with a Q-Metric kernel function computer ( 112 ) is provided. The Support Vector Machine ( 110 ) exhibits improved performance for classification and regression. Pattern recognition systems ( 100,900 ) that use the Support Vector Machine ( 110 ) are also provided. A Differential Evolution method of training a Support Vector Machine is also provided.","1. A pattern recognition system comprising:
a sensor for collecting data from a subject to be identified;
a feature vector extractor coupled to said sensor, said feature vector extractor adapted to receive information from said sensor and produce a feature vector characterizing said subject;
a Q-Metric computer adapted to compute Q-Metric distances between said feature vector characterizing said subject and a plurality of exemplar feature vectors;
a Support Vector Machine coupled to said Q-Metric computer wherein said Support Vector Machine is adapted to assign said feature vector characterizing said subject to a classification based on said Q-Metric distances.",Support vector machine
RE-LEARNING METHOD FOR SUPPORT VECTOR MACHINE,"A re-learning method includes: a step of learning an SVM by using a set of training samples for initial learning which have known labels; a step of perturbation-processing the training samples for initial learning; a step of using the perturbation-processed sample as a training sample for addition; and a step of re-learning the learned SVM by using the training sample for initial learning and the training sample for addition. For the training samples for initial learning to be perturbation-processed, a training sample obtained by removing a training sample for initial learning corresponding to a non-support vector, a training sample corresponding to a support vector existing on a soft margin hyperplane, etc., may be used.","1. A re-learning method for a support vector machine, comprising:
a step of learning an SVM by using a set of training samples for initial learning which have known labels;
a step of perturbation-processing the training samples for initial learning;
a step of using the perturbation-processed sample as a training sample for addition; and
a step of re-learning the learned SVM by using the training sample for initial learning and the training sample for addition.",Support vector machine
CLASSIFICATION METHOD BASED ON SUPPORT VECTOR MACHINE,"Provided is a classification method based on a support vector machine, which is effective for a small amount of training data. The classification method based on a support vector machine includes building a first classification model by applying a weight value based on a geometrical distribution of an input feature vector, building a second classification model, based on a classification uncertainty of the input feature vector, and merging the first classification model and the second classification model to perform dual optimization.","1. A classification method based on a support vector machine, the classification method comprising:
(a) building a first classification model by applying a weight value based on a geometrical distribution of an input feature vector;
(b) building a second classification model, based on a classification uncertainty of the input feature vector; and
(c) merging the first classification model and the second classification model to perform dual optimization.",Support vector machine
LEARNING METHOD FOR SUPPORT VECTOR MACHINE,"A plural number of training vectors are randomly selected from a total of unused training vectors, and from among the selected training vectors, a vector having the largest error amount is extracted. Subsequently, the extracted vector is added to the already used training vector so as to update the training vector, and the updated training vector is used to learn the SVM. When the largest error amount becomes smaller than a certain setting value epsilon or when the already used training vector becomes larger than a certain value m, learning of a first phase is stopped. In learning of a second phase, the learning is performed on a predetermined number of or all of the training vectors having a large error amount.","1. A learning method for a support vector machine (hereinafter, SVM), comprising:
a step of selecting two training vectors from two opposite classes to learn an SVM;
a step of arbitrarily selecting a plurality of unused training vectors from a set of previously prepared training vectors to extract an unused training vector having a largest error amount;
a step of adding the extracted unused training vector to an already used training vector to update the training vector;
a step of learning the SVM by using the updated training vector; and
a step of stopping the learning when the number of updated training vectors is equal to or more than a predetermined number or when an error amount of the extracted unused training vector is smaller than a predetermined value.",Support vector machine
System and method for electric load identification and classification employing support vector machine,A method identifies electric load types of a plurality of different electric loads. The method includes providing a support vector machine load feature database of a plurality of different electric load types; sensing a voltage signal and a current signal for each of the different electric loads; determining a load feature vector including at least six steady-state features with a processor from the sensed voltage signal and the sensed current signal; and identifying one of the different electric load types by relating the load feature vector including the at least six steady-state features to the support vector machine load feature database.,"1. A method of identifying electric load types of a plurality of different electric loads, said method comprising:
providing a support vector machine load feature database of a plurality of different electric load types;
sensing a voltage signal and a current signal for each of said different electric loads;
determining a load feature vector including at least six steady-state features with a processor from said sensed voltage signal and said sensed current signal; and
identifying one of said different electric load types by relating the load feature vector including the at least six steady-state features to the support vector machine load feature database.",Support vector machine
User preference techniques for support vector machines in content based image retrieval,"Searching multimedia information which allows determining preferences based on very little amounts of data. The preferences are nonparametrically determined. Each preference is quantized into one of a plurality of bins. By doing the quantization, the distances between positive and negative samples are increased. The quantization amount may change depending on the number of samples which are used. The quantization can be used in a support vector machine or the like.","1. A method comprising:
Receiving a query to search for multimedia content;
Identifying items of multimedia content, the identified items determined to be likely relevant to the received query;
In response to the receiving, providing the identified items of multimedia content;
Obtaining data indicative of positive matches and negative matches from the identified items of multimedia content, a positive match indicative that an identified item likely matches a result to the search query, a negative match indicative that an identified item likely does not match the result to the search query, wherein the positive matches and the negative matches are selected based on distances obtained by mapping the data to a Euclidean space;
Iteratively training a system to provide the result of the search, wherein, in a first iteration, the system is trained based on the positive matches and the negative matchers selected based on the distances obtained by mapping the data to the Euclidean space;
Wherein information that is learned from the training is arranged into a multi-dimensional feature vector having components with labels, wherein a marginal probability of each label for each component of the feature vector is defined as
{P(y=+1|Ï‡1),P(y=âˆ’1|Ï‡1)}.
Where x1 is the l-th component of the feature vector;
Wherein the probabilities
{P(y=+1|Ï‡1),P(y=âˆ’1|Ï‡1)}.
Are estimated by counting a number of matches that fall in each bin
{P(y=+1|Ï‡1), P(y=âˆ’1|Ï‡1)}.
Where the indicator function l(.) takes value one when its argument is true and zero otherwise. l is the number of labeled training data, Xil the l-th component of training vector xi, Î”lk is the size of quantization interval along dimension l centered at reconstruction value rlk;
Obtaining a non-parametric model of statistics based on information divergence.",Support vector machine
ACCELERATION OF SPARSE SUPPORT VECTOR MACHINE TRAINING THROUGH SAFE FEATURE SCREENING,"A system for machine training can comprise one or more data processors and a non-transitory computer-readable storage medium containing instructions which, when executed on the one or more data processors, cause the one or more data processors to perform operations including: accessing a dataset comprising data tracking a plurality of features; determining a series of values for a regularization parameter of a sparse support vector machine model, the series including an initial regularization value and a next regularization value; computing an initial solution to the sparse support vector machine model for the initial regularization value; identifying, using the initial solution, inactive features of the sparse support vector machine model for the next regularization value; and computing a next solution to the sparse support vector machine model for the next regularization value, wherein computing the next solution includes excluding the inactive features.","1. A system, comprising:
one or more data processors; and
a non-transitory computer-readable storage medium containing instructions which, when executed on the one or more data processors, cause the one or more data processors to perform operations including:
accessing a dataset comprising data tracking a plurality of features;
determining a series of values for a regularization parameter of a sparse support vector machine model, the series including an initial regularization value and a next regularization value, the sparse support vector machine model including a dual form defined by a dual variable;
computing an initial solution to the sparse support vector machine model for the initial regularization value;
identifying, using the initial solution, inactive features of the sparse support vector machine model for the next regularization value, wherein identifying an inactive feature includes determining an upper bound for an inner product of a weighted feature and the dual variable for the next regularization value and identifying the weighted feature as an inactive feature when the upper bound is less than one; and
computing a next solution to the sparse support vector machine model for the next regularization value, wherein computing the next solution includes excluding the inactive features.",Support vector machine
Method and apparatus for performing extraction on an integrated circuit design with support vector machines,"The present invention introduces novel methods of performing integrated circuit layout extraction. In the system of the present invention, a complex extraction problem is first broken down into a set of smaller extraction sub problems. Some of the smaller extraction sub problems may be handled by simple parametric models. However, for the frequent complex extraction sub problems, machine learning is used to build models. Specifically, Support Vector Machines are constructed to extract the desired electrical characteristics. To build the Support Vector Machines, Experimental design is employed to select a set of training points that provide the best information. In one embodiment, the training point set is created by creating a critical input spanning set, adding training points from critical regions in the input space, and adding training points from frequently encountered profile cases. The training point set is then used to train the Support Vector Machine that will extract electrical characteristics for the extraction sub problem.","1. A method of constructing a model for estimating electrical characteristics for an extraction sub problem, said method comprising:
identifying a set of physical parameters of a set of physical measurements that define said extraction sub problem;
selecting a set of training cases for said specific extraction sub problem, each of said training cases including an associated set of said physical measurements;
solving said specific extraction sub problem for each of said training cases using said associated set of physical measurements as an input to an accurate physics based model to generate an associated output; and
training a support vector machine using said associated set of physical measurements and associated output as training data.",Support vector machine
Efficient polynomial mapping of data for use with linear support vector machines,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for polynomial mapping of data for linear SVMs. In one aspect, a method includes training a linear classifier by receiving feature vectors and generating a condensed representation of a mapped vector corresponding to a polynomial mapping of each feature vector, the condensed representation including an index into a weight vector for each non-zero component of the mapped vector. A linear classifier is trained on the condensed representations. In another aspect, a method includes receiving a feature vector, identifying non-zero components resulting from a polynomial mapping of the feature vector, and mapping the combination of one or more elements of each non-zero component to a weight in a weight vector to determine a set of weights. The feature vector is classified according to a classification score derived by summing the set of weights.","1. A computer-implemented method, comprising:
receiving, in a computing system comprising one or more computers, original training data including a plurality of training feature vectors and a respective decision for each training feature vector, each training feature vector representing a parse state of a parser, each element of each training feature vector indicating a presence or absence of a feature of the parse state, the parser constructing a dependency graph for a sentence having words and punctuation, the parser input comprising tokens corresponding to the words and punctuation of the sentence;
generating, by the computing system, for each training feature vector, a condensed representation of a mapped vector corresponding to a degree-d polynomial mapping of the training feature vector, the mapping defining each component of the mapped vector as either a single element of the training feature vector or a product of up to d elements of the training feature vector, the condensed representation of the mapped vector including an index for each non-zero component of the mapped vector, each index indicating a position in a weight vector of a weight for the corresponding non-zero mapped vector component; and
using a linear support vector machine to train a classifier on the condensed representations, the linear support vector machine configured to receive as training data the condensed representations and decisions for the training feature vectors corresponding to the condensed representations, and determine the weights in the weight vector from the condensed training data, where the classifier corresponds to a given parsing transition and uses the weight vector that was trained for the given parsing transition to generate a score for the given parsing transition, where the score for the given parsing transition is used to determine whether to perform the given parsing transition in building a dependency graph, the dependency graph representing syntactic modifiers for words in the sentence through labeled directed edges.",Support vector machine
Reservoir properties prediction with least square support vector machine,"Subsurface reservoir properties are predicted despite limited availability of well log and multiple seismic attribute data. The prediction is achieved by computer modeling with least square regression based on a support vector machine methodology. The computer modeling includes supervised computerized data training, cross-validation and kernel selection and parameter optimization of the support vector machine. An attributes selection technique based on cross-correlation is adopted to select most appropriate attributes used for the computerized training and prediction in the support vector machine.","1. A computer implemented method of modeling a reservoir property of subsurface reservoir structure by support vector machine processing in the computer of input data available from the reservoir to form measures of the reservoir property at regions of interest in the subsurface reservoir by regression analysis of the available input data, the method comprising the computer processing steps of:
(a) receiving training input data about subsurface attributes from seismic survey data obtained from seismic surveys of the reservoir;
(b) receiving training target data about formation rock characteristics from data obtained from wells in the reservoir;
(c) partitioning the subsurface attributes training data and the formation rock characteristics training target data into a plurality of subsets;
(d) selecting formation attribute parameters for support vector machine modeling by performing the steps of:
(1) cross-validating the subsets of subsurface attributes training data each with the other subsets of the plurality of subsets for a radial based kernel function pair comprising a kernel parameter value and a penalty parameter pair value;
(2) forming an error function for each of the cross-validated subsets;
(3) repeating the steps of cross-validating the subsets of subsurface attributes training data and forming an error function for a plurality of different radial based kernel function pairs;
(e) optimizing the selected formation attribute parameters by determining a minimum error function of the formed error functions for the plurality of different radial based kernel function pairs;
(f) providing the training data, the selected formation attribute parameters, the cross-validated subsets of subsurface attributes training data, and the error functions for the plurality of radial based function kernel pairs as training inputs for support vector machine modeling;
(g) performing support vector machine modeling by regression analysis to determine a minimum error function of the error functions of the provided training inputs;
(h) predicting the reservoir property based on the support vector modeling of the training inputs; and
(i) forming an output display of the predicted reservoir property.",Support vector machine
